	hyperpartisan	title_tokens	n_sent_body	body_tokens	n_tokens_title	n_tokens_body
106	1	['new', 'york', 'times', 'abandoned', 'integrity', 'bash', 'donald', 'trump']	60	[['apparently', 'wrong', 'america', 'ca', 'blamed', 'donald', 'trump'], ['single-handedly', 'destroying', 'republican', 'party', 'trashing', 'presidential', 'debates', 'spoiling', 'reputation', 'locker-room', 'talk'], ['breaking', 'news', 'alert'], ['trump', 'changing', 'journalism'], ['habit', 'saying', 'things', 'said', 'forcing', 'reporters', 'unleash', 'partisan', 'views', 'instead', 'giving', 'facts'], ['charges', 'true', 'trump', 'changing', 'journalism', 'demonstrably', 'false'], ['comes', 'editor', 'new', 'york', 'times', 'happens', 'actual', 'guilty', 'party'], ['dean', 'baquet', 'gray', 'lady', 'boss', 'years', 'recently', 'claimed', 'trump', 'campaign', 'forced', 'paper', 'new', 'way', 'covering', 'politics'], ['think', 'challenged', 'language', 'baquet', 'told', 'interviewer', 'claim', 'presented', 'chin-stroking', 'insights', 'new', 'paradigm', 'liberals', 'spot', 'corner'], ['fact', 'example', 'times', 'getting', 'wrong'], ['trump', 'change', 'times', 'baquet'], ['authorized', 'reporters', 'abandon', 'paper', 'standards', 'covering', 'trump', 'express', 'personal', 'political', 'opinions'], ['baquet', 'said', 'interview', 'nieman', 'lab', 'ken', 'doctor', 'fact-checking', 'course', 'eye', 'beholder', 'quickly', 'morphs', 'opinion', 'restraint', 'neutral', 'standard'], ['result', 'paper', 'relentless', 'daily', 'assault', 'trump', 'advantage', 'hillary', 'clinton'], ['opinions', 'uniformly', 'anti-trump', 'ooze', 'paper', 'pore', 'headlines', 'front-page', 'news', 'articles', 'indistinguishable', 'daily', 'denunciations', 'editorial', 'op-ed', 'pages'], ['mere', 'continuation', 'old', 'liberal', 'bias', 'infected', 'times', 'washington', 'post', 'broadcast', 'networks', 'years'], ['malignant', 'strain', 'conformity', 'strips', 'away', 'pretense', 'fairness', 'favor', 'strident', 'partisanship'], ['signal', 'times', 'abandoned', 'traditional', 'church-state', 'separation', 'news', 'opinion', 'came', 'article', 'paper', 'media', 'reporter', 'months', 'ago'], ['august', 'piece', 'baquet', 'interview', 'cited', 'rutenberg', 'piece', 'saying', 'nailed', 'thinking'], ['said', 'started', 'track', 'years', 'ago', 'dispute', 'weapons', 'mass', 'destruction', 'iraq', 'clear', 'believed', 'then-president', 'george', 'w.', 'bush', 'then-secretary', 'state', 'colin', 'powell', 'lied', 'america', 'war'], ['trump', 'treatment', 'said', 'logical', 'extension', 'think', 'gave', 'courage'], ['think', 'forced', 'comfortable', 'saying', 'false'], ['mere', 'continuation', 'old', 'liberal', 'bias', 'infected', 'times', 'washington', 'post', 'broadcast', 'networks', 'years'], ['malignant', 'strain', 'conformity', 'strips', 'away', 'pretense', 'fairness', 'favor', 'strident', 'partisanship'], ['baquet', 'offered', 'example', 'got', 'point'], ['accused', 'republicans', 'lying', 'swift-boat', 'charges', 'democratic', 'nominee', 'john', 'kerry', '<num>', 'campaign'], ['incidental', 'examples', 'involve', 'allegedly', 'dishonest', 'republicans', 'involves', 'dishonest', 'democrats'], ['better', 'explains', 'times', 'fails', 'clinton', 'scrutiny', 'gives', 'trump'], ['<num>', 'percent', 'voters', 'regard', 'fundamentally', 'dishonest', 'baquet', 'sees', 'republicans', 'liars'], ['simply', 'political', 'bias', 'precludes', 'fair', 'journalism'], ['standards', 'gone', 'gone', 'forever', 'meaning', 'wanting', 'work', 'times', 'face', 'political', 'litmus', 'test'], ['baquet', 'defense', 'slanted', 'coverage', 'reflected', 'trove', 'emails', 'wikileaks', 'released', 'clinton', 'campaign', 'chairman', 'john', 'podesta'], ['times', 'reporters', 'columnists', 'repeatedly', 'partisan', 'ways'], ['washington', 'correspondent', 'john', 'harwood', 'sends', 'podesta', 'private', 'approval', 'hillary', 'clinton', 'appearances', 'team'], ['columnist', 'nicholas', 'kristof', 'advance', 'interview', 'clinton', 'emails', 'questions', 'podesta', 'team', 'passes', 'staffers', 'shape', 'clinton', 'answers'], ['washington', 'reporter', 'gives', 'hillary', 'clinton', 'veto', 'power', 'quotations', 'use', 'interview'], ['reporter', 'praised', 'disappointed', 'delivering', 'stories', 'campaign', 'wants', 'teed', 'public', 'consumption'], ['editor', 'baquet', 'outraged', 'staff', 'secretly', 'compromised', 'paper', 'integrity'], ['editor', 'eliminated', 'times', 'standards', 'getting', 'biased', 'paper', 'wanted'], ['mayor', 'blasio', 'wo', 'questions'], ['<num>', 'mayor', 'lawyer', 'informed', 'blasio', 'target', 'federal', 'state', 'investigations'], ['<num>', 'mayor', 'ordered', 'testify', 'grand', 'jury'], ['voluntarily', 'offered'], ['<num>', 'mayor', 'ask', 'teachers', 'union', 'president', 'michael', 'mulgrew', '<num>', 'contribution', 'union', 'gave', 'blasio', 'political', 'slush', 'fund', 'campaign', 'new', 'york', 'month', 'union', 'got', '<num>', 'billion', 'contract'], ['<num>', 'blasio', 'wife', 'chirlane', 'mccray', 'personally', 'receive', 'money', 'gifts', 'things', 'significant', 'value', 'consultants', 'paid', 'millions', 'dollars', 'campaign', 'new', 'york'], ['<num>', 'paying', 'legal', 'fees', 'blasio', 'city', 'hall', 'aides'], ['taxpayer', 'money', 'spent', 'representing'], ['public', 'right', 'know', 'mayor', 'knows', 'investigations', 'including', 'possibility', 'face', 'criminal', 'charges'], ['reporters', 'room', '<num>', 'legendary', 'home', 'city', 'hall', 'press', 'corps', 'ask', 'questions', 'day', 'answers'], ['reading', 'emails', 'hacked', 'john', 'podesta', 'account', 'emails', 'reveal', 'greed', 'backstabbing', 'clinton', 'clan'], ['honor', 'thieves'], ['second', 'claim', 'messages', 'forged', 'russian', 'plot', 'illustrate', 'family', 'fudges', 'facts', 'ca', 'deny'], ['means', 'emails', 'offer', 'unvarnished', 'truth', 'making', 'unique', 'clinton', 'land'], ['alan', 'schulkin', 'eat', 'lunch', 'new', 'york'], ['manhattan', 'democratic', 'representative', 'city', 'board', 'elections', 'caught', 'telling', 'inconvenient', 'truth', 'schulkin', 'secretly', 'taped', 'undercover', 'journalist', 'maybe', 'party', 'forgive', 'saying', 'everybody', 'knows', 'true'], ['going', 'hungry', 'man']]	8	56
642	0	['trump', 'travel', 'ban', 'enforced', 'says', 'supreme', 'court']	6	[['supreme', 'court', 'ruled', 'donald', 'trump', 'ban', 'travellers', 'muslim-majority', 'countries', 'effect', 'legal', 'challenges', 'executive', 'order', 'continue', 'states'], ['ban', 'means', 'refuse', 'entry', 'visas', 'travellers', 'chad', 'iran', 'libya', 'somalia', 'syria', 'yemen', 'north', 'korea', 'venezuela'], ['ruling', 'mean', 'supreme', 'court', 'accepted', 'ban', 'constitutional', 'finds', 'persuasive', 'trump', 'administration', 'argument', 'emergency', 'injunction', 'ban', 'unnecessary', 'guardian', 'attorney', 'general', 'jeff', 'sessions', 'called', 'ruling', 'substantial', 'victory', 'safety', 'security', 'american', 'people'], ['constitution', 'gives', 'president', 'responsibility', 'power', 'protect', 'country', 'threats', 'foreign', 'domestic', 'order', 'remains', 'vital', 'accomplishing', 'goals', 'sessions', 'said'], ['omar', 'jadwat', 'director', 'american', 'civil', 'liberties', 'union', 'immigrants', 'rights', 'project', 'said', 'disappointed', 'court', 'decision'], ['president', 'trump', 'anti-muslim', 'prejudice', 'secret', 'repeatedly', 'confirmed', 'including', 'week', 'twitter', 'jadwat', 'told', 'washington', 'post']]	7	6
414	1	['donald', 'trump', 'believe', 'constitution']	10	[['donald', 'trump', 'raised', 'khizr', 'ghazala', 'khan', 'dnc', 'disdain', 'display', 'monday'], ['talking', 'recent', 'bombings', 'new', 'york', 'new', 'jersey', 'trump', 'lamented', 'fact', 'putting', 'aside', 'trump', 'inaccurate', 'assessment', 'quality', 'medical', 'care', 'prisoners', 'receive', 'woefully', 'underfunded', 'public', 'defender', 'gideon', 'v.', 'wainwright', 'protection', 'criminal', 'defendants', 'cause', 'celebration', 'castigation'], ['speaking', 'right', 'glowing', 'terms', 'supreme', 'court', 'said', 'similarly', 'eighth', 'amendment', 'prohibits', 'cruel', 'unusual', 'punishment'], ['know', 'trump', 'advocating', 'extreme', 'forms', 'torture', 'supreme', 'court', 'explained', 'weekend', 'showed', 'care', 'amendment'], ['new', 'york', 'times', 'published', 'story', 'trump', 'tweeted', 'course', 'middle', 'school', 'student', 'tell', 'amendment', 'protects', 'freedom', 'press'], ['protection', 'public', 'figure', 'sue', 'result', 'bad', 'story', 'clear', 'contexts', 'virtually', 'meaningless', 'trump', 'fan', 'rest', 'constitution'], ['recently', 'announced', 'maternity', 'leave', 'plan', 'includes', 'coverage', 'fathers', 'women', 'doctors', 'punished', 'abortion', 'promised', 'violate', 'treaties', 'understand', 'difference', 'care', 'separation', 'powers', 'words', 'repeated', 'invocation', 'second', 'amendment', 'including', 'not-so-oblique', 'references', 'came', 'weekend', 'normal', 'democratic', 'bounds', 'amendment', 'process', 'highly', 'unusual', 'american', 'politics', 'debate', 'occurs', 'backdrop', 'accepted', 'constitutional', 'principles'], ['trump', 'appear', 'accept', 'principles', 'instead', 'want', 'president', 'country', 'foreign', 'understanding', 'government', 'relationship', 'people'], ['trump', 'elected', 'swear', 'allegiance', 'constitution', 'president', 'solemnly', 'swear', 'affirm', 'faithfully', 'execute', 'office', 'president', 'united', 'states', 'best', 'ability', 'preserve', 'protect', 'defend', 'constitution', 'united', 'states'], ['based', 'campaigned', 'past', 'year', 'utter', '<num>', 'words', 'lying', 'par', 'course']]	4	10
113	0	['nascar', 'team', 'owners', 'vow', 'drivers', 'protest', 'national', 'anthem']	16	"[['martin', 'truex', 'jr.', 'stands', 'national', 'anthem', 'opening', 'race', 'nascar', 'cup', 'series'], ['<num>', 'nfl', 'players', 'took', 'knee', 'star', 'spangled', 'banner', 'sunday', 'nascar', 'cup', 'series', 'opener', 'loudon', 'new', 'hampshire', 'seemingly', 'drivers', 'crew', 'team', 'members', 'stood', 'hands', 'hearts', 'race', 'multiple', 'team', 'owners', 'threatened', 'drivers', 'refused'], ['ap', 'team', 'owners', 'executives', 'said', 'want', 'organizations', 'protest.richard', 'childress', 'dale', 'earnhardt', 'longtime', 'team', 'owner', 'said', 'protesting', ""'ll"", 'ride', 'greyhound', 'bus'], ['childress', 'says', 'told', 'team', 'anybody', 'works', 'respect', 'country', 'live'], ['people', 'gave', 'lives'], ['america'], ['dale', 'earnhardt', 'jr', 'staggering', '<num>', 'wins', 'racing', 'legend', 'came', 'support', 'americans', 'granted', 'rights', 'conduct', 'peaceful', 'protests', 'quoted', 'president', 'kennedy', 'tweet'], ['seven-time', 'nascar', 'champion', 'team', 'owner', 'richard', 'petty', 'took', 'strongest', 'stance', 'issue'], ['72-year-old', 'hall', 'fame', 'driver', 'said', 'anybody', 'takes', 'knee', 'thrown', 'country'], ['period', 'richard', 'petty', 'sentiments', 'took', 'step', 'saying', 'anybody', 'stand', 'anthem', 'oughta', 'country'], ['period'], ['got', ""'em"", ""'re""], ['united', 'states'], ['asked', 'protester', 'richard', 'petty', 'motorsports', 'fired', 'said', ""'re"", 'right'], ['nascar', 'organization-wide', 'refusal', 'protest', 'garnered', 'praise', 'president', 'trump', 'tweeted', 'proud', 'supporters', 'fans', 'wo', 'disrespecting', 'flag'], ['final', 'game', 'nfl', 'week', '<num>', 'commences', 'monday', 'night', 'wondering', 'dallas', 'cowboys', 'owner', 'jerry', 'jones—who', 'contributed', '<num>', 'million', 'trump', 'inauguration', 'fund', 'think']]"	8	16
418	0	['weather', 'channel', 'urgent', 'warning', 'path', 'hurricane', 'matthew']	9	"[['hurricane', 'matthew', 'catastrophic', 'impacts', 'concerns', 'growing', 'people', 'decided', 'stay', 'areas', 'mandatory', 'evacuations'], ['weather', 'channel', 'caught', 'wind', 'people', 'saying', 'storm', 'hype', 'released', 'warning'], ['know', 'lives', 'florida', 'path', 'hurricane', 'matthew', 'important'], ['according', 'senior', 'hurricane', 'expert', 'bryan', 'norcross', 'storm', 'like', ""'ve"", 'seen'], ['governor', 'rick', 'scott', 'florida', 'told', '<num>', 'million', 'people', 'living', 'evacuation', 'zones', 'need', 'leave'], ['evacuate', 'evacuate', 'evacuate'], ['hurricane', 'matthew', 'category', '<num>', 'storm', 'blamed', 'deaths', '<num>', 'people', 'haiti'], ['share', 'important', 'message', 'friends', 'family'], ['restrictions', 'video', 'viewed', 'region']]"	7	9
625	0	['navajo', 'code', 'talkers', 'day', 'day', 'dedicated', 'heroes', 'world', 'war', 'ii']	7	[['july', '<num>', '<num>', 'president', 'ronald', 'reagan', 'designated', 'august', '<num>', 'navajo', 'code', 'talkers', 'day'], ['reagan', 'called', 'called', 'serve', 'united', 'states', 'navajo', 'nation', 'contributed', 'precious', 'commodity', 'way'], ['midst', 'fighting', 'pacific', 'world', 'war', 'ii', 'gallant', 'group', 'men', 'navajo', 'nation', 'utilized', 'language', 'coded', 'form', 'help', 'speed', 'allied', 'victory'], ['according', 'u.s.', 'marine', 'corps', 'code', 'talkers', 'took', 'assault', 'marines', 'pacific', 'war', '<num>', '<num>', 'serving', 'marine', 'divisions'], ['code', 'talkers', 'vital', 'allied', 'forces', 'victory', 'navajo', 'language', 'spoken', 'code', 'deciphered'], ['dedication', 'unswerving', 'devotion', 'duty', 'shown', 'men', 'navajo', 'nation', 'reagan', 'said', 'proclamation', 'serve', 'fine', 'example', 'americans'], ['photos', 'honoring', 'navajo', 'code', 'talkers']]	10	7
623	1	['shameless', 'liberal', 'media', 'exploits', 'harvey', 'devastation', 'shill', 'daca']	8	"[['liberals', 'hurricane', 'harvey', 'advantage', 'climate', 'change', 'abortions', 'daca'], ['abc', 'martha', 'raddatz', 'exploited', 'hurricane', 'desperate', 'argument', 'daca'], ['ai', 'gon', 'na', 'work', 'sister'], ['american', 'people', 'spoken', 'want', 'obama', 'dreamers', 'period'], ['matter', 'fake', 'republicans', 'like', 'paul', 'ryan', 'marco', 'rubio', 'want', 'illegal', 'alien', 'anchor', 'babies', 'stay', 'need', 'shut', 'yap', ""'re"", 'directly', 'going', 'american', 'people'], ['concerned', 'future', 'american', 'children', 'illegal', 'alien', 'anchor', 'babies'], [""'ve"", 'got'], ['watch', 'video']]"	8	8
640	1	['trump', 'turns', 'american', 'workers']	6	[['madison', 'u.s.', 'rep.', 'mark', 'pocan', 'trump', 'president', 'trump', 'repeatedly', 'vowed', 'build', 'construction', 'projects', 'american', 'steel', 'way', 'support', 'manufactures', 'create', 'jobs', 'home—even', 'going', 'far', 'making', 'signed', 'executive', 'orders', 'rep.', 'pocan', 'said'], ['decided', 'major', 'construction', 'project', 'abide', 'buy', 'america', 'plan'], ['house', 'republicans', 'shown', 'hand', 'opposing', 'provisions', 'permanently', 'require', 'american', 'steel', 'country', 'infrastructure', 'projects'], ['president', 'trump', 'concerned', 'livelihood', 'american', 'workers', 'steps', 'ensure', 'buy', 'america', 'act', 'strongly', 'meaningfully', 'enforced'], ['unfortunately', 'president', 'talk', '‘', 'buy', 'america', 'proving', 'broken', 'promise', 'american', 'people'], ['previously', 'rep.', 'pocan', 'sent', 'letter']]	4	6
350	0	['donald', 'trump', 'campaign', 'rejects', 'endorsement', 'ku', 'klux', 'klan']	18	[['newspapers', 'published', 'positive', 'views', 'donald', 'trump', 'gop', 'nominee', 'rejected', 'praise', 'outright'], ['crusader', 'official', 'newspaper', 'ku', 'klux', 'klan', 'leapt', 'defend', 'trump', 'quarterly', 'issue', 'front-page', 'banner', 'headline', 'america', 'great'], ['pastor', 'thomas', 'robb', 'klan', 'national', 'director', 'wrote', 'america', 'great'], ['soon'], ['interview', 'washington', 'post', 'robb', 'embraced', 'trump', 'campaign', 'denied', 'opinion', 'piece', 'amounted', 'formal', 'endorsement', 'overall', 'like', 'nationalist', 'views', 'words', 'shutting', 'border', 'illegal', 'aliens'], ['endorsement', 'like', 'anybody', 'things', 'disagree', 'robb', 'said'], ['kind', 'reflects', 'happening', 'world'], ['surge', 'nationalism', 'worldwide', 'nationals', 'reclaim', 'borders'], ['paper', 'quotes', 'trump', 'slogan', 'features', 'large', 'photo', 'trump', 'wearing', 'hat', 'read', 'like', 'essay', 'nationalist', 'strain', 'gop', 'nominee', 'campaign', 'slogan', 'traditional', 'endorsement'], ['trump', 'wants', 'america', 'great', 'ask', '‘', 'america', 'great', 'place'], ['article', 'continues'], ['short', 'answer', 'simple'], ['america', 'great', 'forefathers', 'forefathers'], ['america', 'founded', 'white', 'christian', 'republic'], ['white', 'christian', 'republic', 'great'], ['trump', 'campaign', 'quick', 'denounce', 'publication', 'issuing', 'statement', 'tuesday', 'night', 'mr.', 'trump', 'campaign', 'denounces', 'hate', 'form'], ['publication', 'repulsive', 'views', 'represent', 'tens', 'millions', 'americans', 'uniting', 'campaign'], ['white', 'nationalist', 'klansman', 'david', 'duke', 'announced', 'support', 'trump', 'february']]	8	18
301	0	['leaked', 'podesta', 'emails', 'address', 'obama', 'polling', '<num>', 'executive', 'privilege']	27	"[['emails', 'leaked', 'clinton', 'campaign', 'chairman', 'john', 'podesta', 'private', 'email', 'account', 'friday', 'wikileaks', 'addressed', 'executive', 'privilege', 'emails', 'hillary', 'clinton', 'president', 'obama', 'released', '<num>', 'survey', 'testing', 'reaction', 'then-sen.', 'obama', 'muslim', 'father', 'use', 'cocaine', 'suggestion', 'michigan', 'gov'], ['jennifer', 'granholm', 'clinton', 'bubble'], ['march', '<num>', 'podesta', 'wrote', 'cheryl', 'mills', 'withholding', 'emails', 'clinton', 'obama', 'days', 'hillary', 'clinton', 'spoke', 'reporters', 'united', 'nations', 'private', 'email', 'server', 'podesta', 'wrote', 'cheryl', 'mills', 'think', 'hold', 'emails', 'potus'], ['heart', 'exec', 'privilege'], ['ask'], ['care', 'like'], ['september', 'politico', 'reported', 'state', 'department', 'release', 'emails', 'exchanged', 'clinton', 'obama', 'public', 'citing', 'presidential', 'communications', 'privilege', 'executive', 'privilege'], ['claiming', 'privilege', 'enables', 'president', 'withhold', 'certain', 'information', 'requested', 'branches', 'government', 'public'], ['means', 'emails', 'wrote', 'wo', 'released', '<num>', '<num>', 'years', 'end', 'obama', 'administration', 'dictated', 'presidential', 'records', 'act'], ['january', '<num>', 'clinton', 'pollster', 'proposed', 'message', 'testing', 'lines', 'obama', 'including', 'reference', 'muslim', 'father', 'past', 'cocaine', 'use', 'email', 'referring', 'mccain', 'survey-3', 'greenberg', 'research', 'listed', 'number', 'survey', 'questions', 'negative', 'facts', 'clinton', 'primary', 'opponent', 'then-sen.', 'obama'], ['kristi', 'fuksa', 'greenberg', 'research', 'sent', 'email', 'democratic', 'operatives', 'including', 'podesta', 'paul', 'begala', 'tara', 'mcguinness', 'susan', 'mccue', 'statements', 'floated', 'included', 'subjects', 'like', 'upbringing', 'muslims', 'father', 'muslim', 'faith', 'referring', 'past', 'cocaine', 'use', 'little', 'blow', 'survey', '*', '<num>', 'obama', 'owe-bahm-uh', 'candidate', 'recent', 'event', 'cover', 'heart', 'national', 'anthem', 'stopped', 'wearing', 'american', 'flag', 'pin'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'benefited', 'land', 'deal', 'contributor', 'indicted', 'corruption'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'personally', 'negotiate', 'leaders', 'terrorist', 'nations', 'like', 'iran', 'north', 'korea', 'preconditions'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'voted', 'allowing', 'people', 'use', 'handguns', 'defend', 'intruders'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'plans', 'raise', 'taxes', '<num>', 'eighty', 'billion', 'dollars', 'year', 'pay', 'government-run', 'health', 'care', 'plan', '*', '<num>', 'obama', 'owe-bahm-uh', 'voted', 'repeatedly', 'emergency', 'funding', 'bills', 'u.s.', 'troops', 'iraq', 'afghanistan'], ['*', '<num>', 'obama', 'owe-bahm-uh', '‘', 'father', 'muslim', 'obama', 'grew', 'muslims', 'world', 'populous', 'islamic', 'country'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'ranked', 'liberal', 'members', 'senate', 'support', 'issues', 'like', 'gay', 'adoption'], ['*', '<num>', '*', '<num>', '*', '<num>', '*', '<num>', 'know/refused', '*', '<num>', 'obama', 'owe-bahm-uh', 'voted', 'requiring', 'medical', 'care', 'aborted', 'fetuses', 'survive', 'procedure'], ['*', '<num>', 'obama', 'owe-bahm-uh', 'supports', 'giving', 'driver', 'licenses', 'undocumented', 'immigrants', '*', '<num>', 'obama', 'owe-bahm-uh', 'described', 'use', 'cocaine', 'little', 'blow'], ['begala', 'told', 'washington', 'post', 'survey', 'named', 'john', 'mccain', 'designed', 'test', 'attacks', 'come', 'general', 'election'], ['pointed', 'campaign', 'pac', 'tests', 'potential', 'negatives', 'candidate', 'support'], ['july', '<num>', 'jennifer', 'granholm', 'suggestion', 'clinton', 'bubble', 'michigan', 'governor', 'suggested', 'clinton', 'dispense', 'idea', 'touch', 'work', 'days', ""'d"", 'pick', '<num>', 'occupations', 'willing', 'spend', 'day', 'working'], ['humbles', 'gives', 'dignity', 'workers', 'salaries', 'wants', 'raise'], ['granholm', 'suggestions', 'included', 'working', 'janitor', 'school', 'cafeteria', 'daycare', 'center', 'making', 'beds', 'hotel', 'bussing', 'tables', 'denny', 'working', 'counter', 'mcdonalds', 'chipotle'], ['cbs', 'news', 'steve', 'chaggaris', 'donald', 'judd', 'contributed', 'report', '<num>', 'cbs', 'interactive', 'inc.', 'rights', 'reserved'], ['material', 'published', 'broadcast', 'rewritten', 'redistributed'], ['associated', 'press', 'contributed', 'report']]"	9	27
39	0	['metal', 'man']	5	"[['metal', 'man', 'easiest', 'second', 'easiest', 'mega', 'man', '<num>', 'dr.', 'wily', 'died'], ['figuring', 'revenge', 'alongside', 'quick', 'man', 'mega', 'man', 'air', 'man'], [""'ll"", 'figure'], ['metal', 'man', 'real', 'harper', 'jose', 'hispanic', 'dentist'], ['robot', 'master', 'air', 'man', 'shadow', 'man']]"	2	5
